投稿ID,投稿ID,名前,ユーザーネーム,ユーザーID,ユーザーID,投稿時間,内容,詳細URL,フォロー数,フォロワー数,投稿数,リポスト(合計),リポスト(公式),リポスト(引用),いいね数,リプライ数,ブックマーク数,表示回数,リポストしたユーザーの総フォロワー数合計,リポストしたユーザーと自分の総フォロワー数合計,総配信数 / 自分のフォロワー数のパーセンテージ,利用している X クライアント,エンゲージメント率
2044219961217020375,ID:2044219961217020375,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/15 10:03:13,#MAZZEL の #RAN さんと #SEITO さんに会えたで〜😆💎   RANさんは小学生の時からポップダンスやってて、コンテストで賞獲りまくりの凄腕なんやて！🦅   SEITOさんは『仮面ライダー電王』見てダンス始めたんやって！ブレイクダンス日本一で、グループを盛り上げる”起爆剤”なんやで🦋 https://t.co/cFHCp8b6HD[[https://x.com/hachiemon_x/status/2044219961217020375/photo/1]],https://x.com/hachiemon_x/status/2044219961217020375,17,12892,226,1264,1148,116,8785,9,298,125190,-,125190,※表示回数,-,77.05%
2043857744164466732,ID:2043857744164466732,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/14 10:03:53,見てみて〜！元日向坂46の松田好花ちゃんと写真撮ってもらってん🥺  ラジオやテレビで大活躍中のこのちゃん、放ってるオーラがキラキラすぎる✨️ 聡明で優しい雰囲気、ホンマにリスペクトやわぁ🥺  『よ～いドン！』のスタジオに遊びに来てくれるのも、実はもう2回目なんやて！嬉しすぎるやんか〜👏 https://t.co/2IZ4slZMFU[[https://x.com/hachiemon_x/status/2043857744164466732/photo/1]],https://x.com/hachiemon_x/status/2043857744164466732,17,12905,225,7,7,0,31,1,2,2749,-,2749,※表示回数,-,0.29%
2042377018910916645,ID:2042377018910916645,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/10 08:00:01,季節外れのサンタ＆ハチエモン 03 https://t.co/twtoPbVDjn[[https://x.com/hachiemon_x/status/2042377018910916645/photo/1]],https://x.com/hachiemon_x/status/2042377018910916645,17,12919,224,14,14,0,237,2,18,1018732,-,1018732,※表示回数,-,1.94%
2042014632890839098,ID:2042014632890839098,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/09 08:00:01,季節外れのサンタ＆ハチエモン 02 https://t.co/P6RfwpuPob[[https://x.com/hachiemon_x/status/2042014632890839098/photo/1]],https://x.com/hachiemon_x/status/2042014632890839098,17,12919,224,32,31,1,483,2,30,1214083,-,1214083,※表示回数,-,3.98%
2041652243473088952,ID:2041652243473088952,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/08 08:00:01,季節外れのサンタ＆ハチエモン 01 https://t.co/CqguxjG1eX[[https://x.com/hachiemon_x/status/2041652243473088952/photo/1]],https://x.com/hachiemon_x/status/2041652243473088952,17,12905,225,30,27,3,402,2,24,905625,-,905625,※表示回数,-,3.32%
2041428682590572688,ID:2041428682590572688,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/07 17:11:40,みんなボクのくちびる気になりすぎちゃう…！？🫣  「実はちょっと触ってみたいかも…」って人は、ここからボクをゲットしてな〜👇🎁  https://t.co/Rkar7GJ1hz[[https://kansaitelevision.stores.jp/?category_id=6735577d57ef7201966f0106]]  ※実際のぬいぐるみは動きません🥚❤️,https://x.com/hachiemon_x/status/2041428682590572688,17,12905,225,2,2,0,10,-,0,1373,-,1373,※表示回数,-,0.09%
2040025902948458720,ID:2040025902948458720,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/03 20:17:31,桜の季節🌸✨ ボクもサクラ色にライトアップやで～！🌟  きょうから3日間、カンテレ本社横で「扇町桜祭りin扇町公園」が開催中やねん🪭  夜空を彩る「桜色ランタン」もあるんやって！  あったかくなってきたから、みんなお出かけしたくなってるんちゃう？👀  入場無料やから、気軽に来て見てな～！ https://t.co/6JQOLhyWpO[[https://x.com/hachiemon_x/status/2040025902948458720/photo/1]],https://x.com/hachiemon_x/status/2040025902948458720,17,12905,225,13,13,0,63,2,3,3416,-,3416,※表示回数,-,0.59%
2039991308677517768,ID:2039991308677517768,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/03 18:00:03,【プレゼントもろたで】 ボウリングのピン https://t.co/dQQIlIAFw7[[https://x.com/hachiemon_x/status/2039991308677517768/video/1]],https://x.com/hachiemon_x/status/2039991308677517768,17,12905,225,45,33,12,426,4,39,2647779,-,2647779,※表示回数,-,3.56%
2039508113305538609,ID:2039508113305538609,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/02 10:00:01,【🟢🔴みんなともだちの日🔴🟢】  きょう4月2日はボクのともだち ガチャピンとムックの誕生日🌟🌟 そして、 「ガチャピン・ムック みんなともだちの日」🤝  ボクともずっとともだちでいてや〜！！ 大阪にも、ともだちがいること忘れんといてや！  \2人ともおめでとう❤️💚/  #ガチャピンとムック https://t.co/BDJXuXp8Hd[[https://x.com/hachiemon_x/status/2039508113305538609/photo/1]],https://x.com/hachiemon_x/status/2039508113305538609,17,12905,225,48,47,1,238,3,9,4516,-,4516,※表示回数,-,2.21%
2039477911615611280,ID:2039477911615611280,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/04/02 08:00:00,【となりのハチエモン】 もうちょっと後ろやったかな。あぶないあぶない。 https://t.co/0wEcs4XdSj[[https://x.com/hachiemon_x/status/2039477911615611280/video/1]],https://x.com/hachiemon_x/status/2039477911615611280,17,12905,225,54,42,12,763,2,91,3907562,-,3907562,※表示回数,-,6.24%
2038783340267122700,ID:2038783340267122700,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/31 10:00:01,『4月の壁紙カレンダー』 配布するで✨ 花より団子でもええやん！ 春、楽しもうな～🌸 https://t.co/WPsjjhDawp[[https://x.com/hachiemon_x/status/2038783340267122700/photo/1]],https://x.com/hachiemon_x/status/2038783340267122700,17,15641,216,9,9,0,55,1,2,3228,-,3228,※表示回数,-,0.41%
2037333784614597105,ID:2037333784614597105,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/27 10:00:00,ジブンなにみてんの、、ちょ、、！やめてやめて！ https://t.co/z2kfrtE3V6[[https://x.com/hachiemon_x/status/2037333784614597105/photo/1]],https://x.com/hachiemon_x/status/2037333784614597105,17,15858,215,27,27,0,402,3,20,301056,-,301056,※表示回数,-,2.71%
2036971397583671748,ID:2036971397583671748,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/26 10:00:00,うわっ！いたずらせんといて！ただのぬいぐるみやで～ ・・・っっでっ！ https://t.co/wRABhLIKDO[[https://x.com/hachiemon_x/status/2036971397583671748/photo/1]],https://x.com/hachiemon_x/status/2036971397583671748,17,15857,214,36,33,3,401,2,25,206558,-,206558,※表示回数,-,2.74%
2036971394429272319,ID:2036971394429272319,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/26 10:00:00,／ 🎊HAPPY BIRTHDAY 大ぴちょんくん🎊 ＼  大ぴちょんくん💧10周年おめでとう〜🎉 ボクからメッセージ送るで💌 一緒に大阪盛り上げていこうな〜🌟🌟  #大ぴちょんくん ＃ダイキン ＃10周年 #お誕生日 #おめでとう https://t.co/0v2jd8hRbD[[https://x.com/hachiemon_x/status/2036971394429272319/photo/1]][[https://x.com/hachiemon_x/status/2036971394429272319/photo/1]][[https://x.com/hachiemon_x/status/2036971394429272319/photo/1]],https://x.com/hachiemon_x/status/2036971394429272319,17,15857,214,13,13,0,70,-,4,2232,-,2232,※表示回数,-,0.52%
2035169989209334140,ID:2035169989209334140,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/21 10:41:51,最近、あったかくなったり、寒くなったり忙しいなぁ… みんな、風邪とか引かんように気ぃ付けてな！  そやそや！ きょうは13時ごろまで、岸和田サービスエリア（下り）におるで〜！🚗³₃ 美味しいコーヒーやグッズも用意してるから、ぜひ遊びに来てな☕️✨ https://t.co/TmMAXqhoq4[[https://x.com/hachiemon_x/status/2035169989209334140/photo/1]][[https://x.com/hachiemon_x/status/2035169989209334140/photo/1]],https://x.com/hachiemon_x/status/2035169989209334140,17,15972,212,10,10,0,59,4,1,3007,-,3007,※表示回数,-,0.43%
2035107650808238212,ID:2035107650808238212,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/21 06:34:09,RT @hachiemon_x: ／  岸和田サービスエリアに遊びに行くで～ ☀ ＼    リロコーヒーロースターズ×ハチエモン コラボイベント開催！☕  ハチエモン味！？のコーヒーをゲットしにきてな～ ハチエモングッズもいっぱいあるみたいやで！🥚♥  ⏰3/21（土）9:00…,https://x.com/hachiemon_x/status/2035107650808238212,17,15972,212,0,0,0,0,-,0,-,-,-,-,-,0%
2034905635436024203,ID:2034905635436024203,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/20 17:11:24,RT @ansatsu_anime: 関西テレビ 「旬感LIVEとれたてっ！」 ありがとうございました🌕🎓 ╰━ V━━━━━━━━━━━╯  殺せんせーのテレビ出演終了📺 ご覧いただいた皆様 ありがとうございました✨  『劇場版「#暗殺教室」みんなの時間』は 本日3月20日よ…,https://x.com/hachiemon_x/status/2034905635436024203,17,16022,210,0,0,0,0,-,0,-,-,-,-,-,0%
2034896397347299734,ID:2034896397347299734,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/20 16:34:42,ヌルフフフ…🐙 殺せんせーがカンテレにやってきたで〜！✨ 丸いもん同士、シンパシー感じまくりや ​殺せんせーはマッハ20で飛べるらしいけど、ハチエモンも唇の吸着力なら負けへんで〜！💋 とりあえず、挨拶代わりにパクッと挟んでおきましたわ https://t.co/hgx8I2YgeS[[https://x.com/hachiemon_x/status/2034896397347299734/photo/1]][[https://x.com/hachiemon_x/status/2034896397347299734/photo/1]][[https://x.com/hachiemon_x/status/2034896397347299734/photo/1]],https://x.com/hachiemon_x/status/2034896397347299734,17,16022,210,262,242,20,1605,2,91,57101,-,57101,※表示回数,-,11.53%
2034797072092926175,ID:2034797072092926175,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/20 10:00:01,商店街 https://t.co/ghDdK2Nopn[[https://x.com/hachiemon_x/status/2034797072092926175/photo/1]],https://x.com/hachiemon_x/status/2034797072092926175,17,16022,210,40,36,4,577,3,24,481371,-,481371,※表示回数,-,3.83%
2034464892757987657,ID:2034464892757987657,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/19 12:00:03,／  岸和田サービスエリアに遊びに行くで～ ☀ ＼    リロコーヒーロースターズ×ハチエモン コラボイベント開催！☕  ハチエモン味！？のコーヒーをゲットしにきてな～ ハチエモングッズもいっぱいあるみたいやで！🥚♥  ⏰3/21（土）9:00～13:00（予定） 📍岸和田サービスエリア下り　特設売場 https://t.co/MIzMPtUh88[[https://x.com/hachiemon_x/status/2034464892757987657/photo/1]],https://x.com/hachiemon_x/status/2034464892757987657,17,16022,210,18,17,1,66,2,4,4413,-,4413,※表示回数,-,0.52%
2032260354529493474,ID:2032260354529493474,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/13 10:00:00,【質問来てた】 「卒業」したいこと教えて https://t.co/E1sEPDeuK0[[https://x.com/hachiemon_x/status/2032260354529493474/video/1]],https://x.com/hachiemon_x/status/2032260354529493474,17,15909,212,74,48,26,688,23,74,1586491,-,1586491,※表示回数,-,4.63%
2031533547237028298,ID:2031533547237028298,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/11 09:51:56,朝から素敵な2人に囲まれて、ボク緊張してもうたわ〜🫣 B＆ZAIの橋本涼くん💙🦅と矢花黎くん🤍🐣、めっちゃ優しくてボクのこといっぱい撫でてくれたんや〜  ​橋本くんは一級小型船舶免許を持ってたり料理もプロ級やったり、多才すぎてびっくり🛥️✨️ https://t.co/M1VOGOD21e[[https://x.com/hachiemon_x/status/2031533547237028298/photo/1]],https://x.com/hachiemon_x/status/2031533547237028298,17,15909,212,1219,1117,102,4304,16,255,89004,-,89004,※表示回数,-,34.08%
2029723644096549347,ID:2029723644096549347,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/06 10:00:01,勘違い https://t.co/9XDzwz5vce[[https://x.com/hachiemon_x/status/2029723644096549347/photo/1]],https://x.com/hachiemon_x/status/2029723644096549347,17,15909,212,38,34,4,1221,1,37,914992,-,914992,※表示回数,-,7.89%
2028680916097442092,ID:2028680916097442092,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/03 12:56:36,きょうはひな祭りやで～🎎 みんなお家にお雛さん出してるんかな？ ハチコやきもちやかんといて～な😓 https://t.co/bd2KwjVRt0[[https://twitter.com/kantele/status/2028674222575493395]],https://x.com/hachiemon_x/status/2028680916097442092,17,15909,212,8,8,0,53,1,2,3656,-,3656,※表示回数,-,0.38%
2028668765618205167,ID:2028668765618205167,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/03 12:08:19,みてみて〜！消防車と片平さんとハチエモンやで！🚒🌈  日曜日に扇町公園で「春の火災予防運動」イベントがあったんや！    一日消防署長の片平敦さんは、もうマイナスイオン出てるんちゃうか？ってくらい優しさの塊やった…🥺✨ https://t.co/GfaiIF18tJ[[https://x.com/hachiemon_x/status/2028668765618205167/photo/1]][[https://x.com/hachiemon_x/status/2028668765618205167/photo/1]][[https://x.com/hachiemon_x/status/2028668765618205167/photo/1]],https://x.com/hachiemon_x/status/2028668765618205167,17,15909,212,9,9,0,69,3,2,2801,-,2801,※表示回数,-,0.49%
2027952238854053893,ID:2027952238854053893,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/03/01 12:41:05,最近あったかくなってきたけど、みんなお出かけしてるかなぁ☀️？  見てみて〜！​カンテレ前にある、ボクとハチコの緑のオブジェも 春模様になったで✨  3月といえばミモザ！ 足元にミモザが飾られて、 優しい黄色に癒されるわ☺️  でもでも、これだけやないねん！ https://t.co/STCcITSdST[[https://x.com/hachiemon_x/status/2027952238854053893/photo/1]],https://x.com/hachiemon_x/status/2027952238854053893,17,15909,212,17,16,1,119,2,3,6882,-,6882,※表示回数,-,0.85%
2027186926516666765,ID:2027186926516666765,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/27 10:00:01,『3月の壁紙カレンダー』配布するで✨✨ なんか春近づいてる感じするよな～ 知らんけど https://t.co/lKdwiHlIV1[[https://x.com/hachiemon_x/status/2027186926516666765/photo/1]],https://x.com/hachiemon_x/status/2027186926516666765,17,16576,199,17,17,0,81,3,4,47070,-,47070,※表示回数,-,0.59%
2026824537778569271,ID:2026824537778569271,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/26 10:00:01,【質問来てた】 チルい瞬間っていつ？ https://t.co/uZXDlcrazS[[https://x.com/hachiemon_x/status/2026824537778569271/video/1]],https://x.com/hachiemon_x/status/2026824537778569271,17,16576,199,15,14,1,52,1,3,44778,-,44778,※表示回数,-,0.4%
2026593806091788405,ID:2026593806091788405,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/25 18:43:10,見てや！ボク、めっちゃピンクに光ってるやろ〜！？✨  今日は #ピンクシャツデー 👕 「いじめはあかん！」って気持ちを込めて、カンテレの入り口でピカーッと発光中やねん💡  夜になったらさらに目立って綺麗やで〜！  明日26日(木)までこの姿でおるから、近くに来たら光るボクを見上げてみてな〜👀 https://t.co/Q5etNZjyOg[[https://twitter.com/kantele/status/2026469698083172840]],https://x.com/hachiemon_x/status/2026593806091788405,17,16576,199,12,11,1,55,-,3,3478,-,3478,※表示回数,-,0.4%
2026469697542123545,ID:2026469697542123545,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/25 10:30:00,／ 👚今日2月25日は「#ピンクシャツデー👚」やで～ ＼  カナダで生まれた”いじめ反対運動”のことなんやけど、ピンク色のものを身に着けて、「いじめはあかん！」って伝える日やねん🌸  せっかくやからボクもピンクシャツを着せてもろたんやけど… https://t.co/wpqeeHuVo0[[https://x.com/hachiemon_x/status/2026469697542123545/photo/1]][[https://x.com/hachiemon_x/status/2026469697542123545/photo/1]][[https://x.com/hachiemon_x/status/2026469697542123545/photo/1]],https://x.com/hachiemon_x/status/2026469697542123545,17,16576,199,20,18,2,88,4,3,3366,-,3366,※表示回数,-,0.64%
2026175756032934160,ID:2026175756032934160,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/24 15:01:59,世界の渡辺謙さんとコラボさせてもらったで～💕 唇もパタパタしてくれて感激や！！ 謙さんありがとうやで💖 https://t.co/0t6UFRtqP4[[https://twitter.com/toretate__ktv/status/2026167931009376319]],https://x.com/hachiemon_x/status/2026175756032934160,17,16576,199,9,9,0,51,-,1,3362,-,3362,※表示回数,-,0.36%
2026097142277018077,ID:2026097142277018077,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/24 09:49:36,・－・－・－・－・－・－・－・－・ 『よ〜いドン！』のスタジオに… なんと、渡辺謙さんが遊びに来てくれてるで〜✨ ・－・－・－・－・－・－・－・－・ 世界の謙さんやで！？ヤバないか！？😆😆😆  見てみて〜！さっきスタジオで、一緒にお写真撮ってくれたで〜📸 https://t.co/EC8HYV9cNu[[https://x.com/hachiemon_x/status/2026097142277018077/photo/1]],https://x.com/hachiemon_x/status/2026097142277018077,17,16576,199,40,37,3,347,5,6,11845,-,11845,※表示回数,-,2.32%
2024650212976029752,ID:2024650212976029752,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/20 10:00:01,【質問来たで】 どうすればお金持ちになれる？ https://t.co/MdnQfc7bQX[[https://x.com/hachiemon_x/status/2024650212976029752/video/1]],https://x.com/hachiemon_x/status/2024650212976029752,17,16576,199,15,14,1,68,1,2,34976,-,34976,※表示回数,-,0.49%
2024391895473148414,ID:2024391895473148414,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/19 16:53:33,・－・－・－・－・－・－・－・・－・－・ みんなボクを身につけてや～👚👜 いろんなとこ、連れてって～💕 ・－・－・－・－・－・－・－・・－・－・ 「サウンドロゴカラオケAWARD」決勝の舞台で、田中友梨奈アナが着てたつなぎにボクがおるん、気づいてくれてたかな～？ https://t.co/ZiAkV0XrWA[[https://x.com/hachiemon_x/status/2024391895473148414/photo/1]][[https://x.com/hachiemon_x/status/2024391895473148414/photo/1]][[https://x.com/hachiemon_x/status/2024391895473148414/photo/1]],https://x.com/hachiemon_x/status/2024391895473148414,17,16576,199,18,16,2,101,1,5,8741,-,8741,※表示回数,-,0.71%
2024354372717859291,ID:2024354372717859291,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/19 14:24:27,RT @oricon: カンテレ・田中友梨奈アナ、企業対抗歌合戦で審査員賞受賞「達成感ありました」【コメントあり】（写真 全3枚） https://t.co/4Ej0C1ACcX[[https://www.oricon.co.jp/news/2437409/full/?utm_source=Twitter&utm_medium=social&ref_cd=tw_pic]]   #田中友梨奈,https://x.com/hachiemon_x/status/2024354372717859291,17,16576,199,0,0,0,0,-,0,3,-,-,-,-,0%
2024287824845975688,ID:2024287824845975688,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/19 10:00:01,探し物 https://t.co/J1AmCnyfH2[[https://x.com/hachiemon_x/status/2024287824845975688/photo/1]],https://x.com/hachiemon_x/status/2024287824845975688,17,16576,199,17,17,0,73,2,2,29704,-,29704,※表示回数,-,0.54%
2024114868610281936,ID:2024114868610281936,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/18 22:32:45,・－・－・－・－・－・－・－・－・ －・－・－・ 見て見て～！SEGAの「ソニック」と 亀田製菓の「ターン王子」と夢のコラボやで～✨  ・－・－・－・－・－・－・－・－・－・－・－・ みんな見て見て～👀✨  SEGA（セガ）の音速のヒーロー「ソニック」​＆亀田製菓の幸せを運ぶ「ターン王子」 https://t.co/AvbzWwwhrx[[https://x.com/hachiemon_x/status/2024114868610281936/photo/1]],https://x.com/hachiemon_x/status/2024114868610281936,17,16576,199,57,55,2,185,1,11,19948,-,19948,※表示回数,-,1.45%
2024088382075461989,ID:2024088382075461989,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/18 20:47:30,「サウンドロゴカラオケAWARD」決勝で、なんと審査員賞をいただいたで～！✨ 田中アナの歌声、ほんまに完璧で感動したわ～😭🎤 プレゼンもベストを尽くせたと思う！💪 めっちゃ動きまわって今疲労困憊やで（笑） https://t.co/lbsjTOj7BT[[https://x.com/hachiemon_x/status/2024088382075461989/photo/1]][[https://x.com/hachiemon_x/status/2024088382075461989/photo/1]],https://x.com/hachiemon_x/status/2024088382075461989,17,16576,199,13,12,1,66,4,4,7833,-,7833,※表示回数,-,0.47%
2023923782411579650,ID:2023923782411579650,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/18 09:53:27,ついに今日 「サウンドロゴカラオケ AWARD」決勝やで〜！  田中友梨奈アナと一緒に、上方の魂を江戸に響かせてくるから期待しといてな🎙️  今、新幹線で江戸に向かって移動中やねんけど…🚄  緊張で自慢の唇がカピカピや👄 しっかりリップ塗ってプルプルにしとくな✨  13時50分〜ライブ配信アリ！ https://t.co/9QIEBENYch[[https://x.com/hachiemon_x/status/2023923782411579650/photo/1]] https://t.co/ziGxpwlLy1[[https://twitter.com/oricon/status/2023880436800422037]],https://x.com/hachiemon_x/status/2023923782411579650,17,16576,199,8,7,1,41,-,0,6994,-,6994,※表示回数,-,0.29%
2023668749539398080,ID:2023668749539398080,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/17 17:00:02,【明日、東京で決戦やで！🎤】 カンテレの歌姫・田中友梨奈アナと「サウンドロゴカラオケAWARD」決勝に行ってくるで～！    「は・か・た・の・しお♪」に「セ～ガ～♪」  国民の耳に焼き付いている強豪ぞろいやけど、「カ～ンテレ、8チャン！」で挑んでくるで！🔥 https://t.co/zQpHuvWbQF[[https://x.com/hachiemon_x/status/2023668749539398080/photo/1]],https://x.com/hachiemon_x/status/2023668749539398080,17,16662,185,19,18,1,102,4,2,3443,-,3443,※表示回数,-,0.72%
2023593256374632843,ID:2023593256374632843,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/17 12:00:03,🌟ハチエモングッズ情報🌟  \ハチエモンのあのグッズが‼️／  \オンラインで‼️/  購入できるようになりました〜‼️ ここで色々買えるで👇  詳しくはをHPチェック✨✨  🔗https://t.co/Rkar7GIts1[[https://kansaitelevision.stores.jp/?category_id=6735577d57ef7201966f0106]]  #ハチエモン,https://x.com/hachiemon_x/status/2023593256374632843,17,16662,185,8,7,1,27,-,4,1843,-,1843,※表示回数,-,0.2%
2022113499015721207,ID:2022113499015721207,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/13 10:00:01,チョコ https://t.co/zhO8wWABBC[[https://x.com/hachiemon_x/status/2022113499015721207/photo/1]],https://x.com/hachiemon_x/status/2022113499015721207,17,16806,183,26,25,1,113,2,5,32473,-,32473,※表示回数,-,0.82%
2021389419736072222,ID:2021389419736072222,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/11 10:02:47,・－・－・－・－・－・－・－・・－・－・  きょうの 『よ～いドン！』☀️  ゲストは、なにわ男子の藤原丈一郎くん💙  ・－・－・－・－・－・－・－・・－・－・ 見てみて～！ 本番前に、丈一郎くんが写真撮ってくれたで～🥺🥺🥺 めっちゃ優しいし、おもろいし、癒されたわ～❣️ https://t.co/3hdErGZrfP[[https://x.com/hachiemon_x/status/2021389419736072222/photo/1]][[https://x.com/hachiemon_x/status/2021389419736072222/photo/1]],https://x.com/hachiemon_x/status/2021389419736072222,17,16806,183,1433,1369,64,8551,12,305,115187,-,115187,※表示回数,-,59.03%
2019576784975720941,ID:2019576784975720941,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/06 10:00:02,カフェ https://t.co/688tsvfk8u[[https://x.com/hachiemon_x/status/2019576784975720941/photo/1]],https://x.com/hachiemon_x/status/2019576784975720941,16,16830,180,8,7,1,80,-,1,25046,-,25046,※表示回数,-,0.52%
2018882200867848374,ID:2018882200867848374,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/04 12:00:00,【🎊新商品情報🎊】  🎖️ハチエモン関西弁　塩せんべい1188円（税込）　 📍大丸梅田店　5階「キャラコレ」 　で発売中〜❗️  見ても食べてもたのしい塩せんべいやで〜🧂 ボクは塩せんべい \すっきゃねん/❤️  #ハチエモン  #ハチエモンPOPUP #大丸梅田店 https://t.co/MztMJfyo9c[[https://x.com/hachiemon_x/status/2018882200867848374/photo/1]][[https://x.com/hachiemon_x/status/2018882200867848374/photo/1]][[https://x.com/hachiemon_x/status/2018882200867848374/photo/1]],https://x.com/hachiemon_x/status/2018882200867848374,16,16904,179,13,10,3,62,1,3,3568,-,3568,※表示回数,-,0.43%
2018157434343436543,ID:2018157434343436543,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/02/02 12:00:02,【🎊新商品情報🎊】  🎖️ハチエモン　メッチャすっきゃねん！巾着 　（部活ver）990円（税込）　 📍大丸梅田店　5階「キャラコレ」       で発売中〜❗️  部活の同じメンバーで揃えるのもありやな〜🕺🕺 ボクの好きなおでんは…ちくわぶ🍢  #ハチエモン  #ハチエモンPOPUP #大丸梅田店 https://t.co/Yw56mWKN0Q[[https://x.com/hachiemon_x/status/2018157434343436543/photo/1]],https://x.com/hachiemon_x/status/2018157434343436543,16,16904,179,4,4,0,35,1,2,1618,-,1618,※表示回数,-,0.23%
2017134494789357972,ID:2017134494789357972,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/01/30 16:15:14,・━・━・━・━・━・━・━・  ㊗️❗️30周年  ハチエモン POP-UP STORE @ 大丸梅田店5階キャラコレ ・━・━・━・━・━・━・━・  『旬感LIVEとれたてっ！』🍎で はっぴちゃん。と一緒にハチエモンPOP-UP STOREをレポートしたで〜🎤  みんなも遊びにきてや🥚❤️  ハチエモン POP-UP https://t.co/J4m7Ci4CVd[[https://x.com/hachiemon_x/status/2017134494789357972/photo/1]],https://x.com/hachiemon_x/status/2017134494789357972,16,17052,177,17,17,0,57,3,2,2718,-,2718,※表示回数,-,0.43%
2017040063377404168,ID:2017040063377404168,ハチエモン【公式】,hachiemon_x,1940676270360350722,ID:1940676270360350722,2026/01/30 10:00:00,『2月の壁紙カレンダー』 配布するで～✨ 寒い日続くけど、心も体も温めてな～ https://t.co/W7jpJWhM9T[[https://x.com/hachiemon_x/status/2017040063377404168/photo/1]],https://x.com/hachiemon_x/status/2017040063377404168,16,17052,177,11,11,0,68,3,4,45161,-,45161,※表示回数,-,0.46%
